Kunde;Projekt;Auftrag;Charge;Probenahme;Pruefplan;Probenummer;Analysedatum;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;NMin Gesamtgehalt
;;;;;;;;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;kg N/ha
518834;OPTIFERT 25;120894;715SM258046T2null;19.06.2025;17;12089401;01.07.2025;16;31;5;-;5;humos;1;frei / arm;5;16;31;6;sandiger Lehm;9.08;0;0 - 30 cm;3.8;16;43.2;0;43.2;162.1;11;31;2;-;2;schwach humos;1;frei / arm;2;11;31;7;stark lehmiger Sand;2.14;0.03;30 - 60 cm;3.9;10.3;9.5;0.1;9.6;37.6;11;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;41;7;stark lehmiger Sand;0.86;0.01;60 - 90 cm;4.1;8.6;3.8;0;3.8;15.3;215
518834;OPTIFERT 25;120894;715SM258046T2ueblich;19.06.2025;17;12089402;01.07.2025;16;41;4;-;4;schwach humos;1;frei / arm;4;16;41;6;sandiger Lehm;7.03;0;0 - 30 cm;3.8;18.9;34.6;0;34.6;129.9;16;51;2;-;2;schwach humos;1;frei / arm;2;16;51;5;lehmiger Schluff;3.1;0.03;30 - 60 cm;3.9;9.8;13.7;0.1;13.9;54.1;11;61;1;-;1;humusarm;1;frei / arm;1;11;61;5;lehmiger Schluff;1.51;0.01;60 - 90 cm;4.1;17;7.3;0.1;7.4;29.8;213.8
518834;OPTIFERT 25;120894;715SM258046T2empfohlen;19.06.2025;17;12089403;01.07.2025;21;31;3;-;3;schwach humos;1;frei / arm;3;21;31;4;Lehm;6.36;0.2;0 - 30 cm;3.8;17.9;31;1;31.9;119.7;31;41;2.5;-;2.5;schwach humos;1;frei / arm;2.5;31;41;12;toniger Lehm;4.04;0.08;30 - 60 cm;3.9;11.9;18.3;0.3;18.7;72.9;16;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;16;41;6;sandiger Lehm;2.16;0.01;60 - 90 cm;4.1;7.4;9.3;0;9.4;38;230.6
518834;OPTIFERT 25;120895;709SM255706T2null;20.06.2025;17;12089501;01.07.2025;11;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;31;7;stark lehmiger Sand;5.94;0.09;0 - 30 cm;3.8;18.4;29.1;0.4;29.5;110.6;26;21;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;26;21;4;Lehm;0.97;0;30 - 60 cm;3.1;16;4.6;0;4.6;14.5;31;11;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;31;11;12;toniger Lehm;0.39;0;60 - 90 cm;3.2;17.3;1.9;0;1.9;6.1;131.2
518834;OPTIFERT 25;120895;709SM255706T2ueblich;20.06.2025;17;12089502;01.07.2025;31;41;2;-;2;schwach humos;1;frei / arm;2;31;41;12;toniger Lehm;21.78;2.13;0 - 30 cm;3.8;17.7;105.9;10.3;116.2;435.7;36;41;2;-;2;schwach humos;2;skeletthaltig;2;36;41;12;toniger Lehm;1.75;0.1;30 - 60 cm;3.1;18;8.5;0.5;9;28.1;41;31;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;41;31;11;lehmiger Ton;0.67;0;60 - 90 cm;3.2;19.4;3.3;0;3.3;10.8;474.6
518834;OPTIFERT 25;120895;709SM255706T2empfohlen;20.06.2025;17;12089503;01.07.2025;11;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;31;7;stark lehmiger Sand;26.54;11.7;0 - 30 cm;3.8;16.3;126.8;55.9;182.7;685.3;26;31;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;26;31;4;Lehm;12.96;3.49;30 - 60 cm;3.1;19.1;64.1;17.3;81.4;253.9;26;11;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;26;11;4;Lehm;2.9;0.57;60 - 90 cm;3.2;18.7;14.3;2.8;17.1;55.3;994.5
518834;OPTIFERT 25;120957;699KM251562T2null;12.06.2025;17;12095701;08.07.2025;36;41;2;-;2;schwach humos;1;frei / arm;2;36;41;12;toniger Lehm;3.93;0;0 - 30 cm;3.8;21.8;20.1;0;20.1;75.4;36;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;41;12;toniger Lehm;2.65;0.03;30 - 60 cm;3.9;22.8;13.7;0.1;13.9;54.1;36;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;41;12;toniger Lehm;1.38;0.02;60 - 90 cm;4.1;22.4;7.1;0.1;7.2;29.3;158.8
518834;OPTIFERT 25;120957;699KM251562T2ueblich;12.06.2025;17;12095702;08.07.2025;36;51;2;-;2;schwach humos;1;frei / arm;2;36;51;13;toniger Schluff;4.02;0;0 - 30 cm;3.8;21.4;20.5;0;20.5;76.8;31;31;2;-;2;schwach humos;1;frei / arm;2;31;31;12;toniger Lehm;2.89;0.01;30 - 60 cm;3.9;19.9;14.4;0;14.5;56.4;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;1.41;0.02;60 - 90 cm;4.1;21.5;7.2;0.1;7.3;29.5;162.7
518834;OPTIFERT 25;120957;699KM251562T2empfohlen;12.06.2025;17;12095703;08.07.2025;36;41;2;-;2;schwach humos;1;frei / arm;2;36;41;12;toniger Lehm;4.71;0;0 - 30 cm;3.8;21.1;23.8;0;23.9;89.5;31;31;2;-;2;schwach humos;1;frei / arm;2;31;31;12;toniger Lehm;3.24;0.01;30 - 60 cm;3.9;21.9;16.6;0.1;16.7;64.9;31;31;2;-;2;schwach humos;1;frei / arm;2;31;31;12;toniger Lehm;1.3;0.01;60 - 90 cm;4.1;20.5;6.5;0.1;6.6;26.7;181.1
518834;OPTIFERT 25;121045;706SM254566T2null;02.07.2025;17;12104501;15.07.2025;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;4.51;0.62;0 - 30 cm;3.8;9.6;20;2.8;22.7;85.2;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;1.85;0.26;30 - 60 cm;3.9;12;8.4;1.2;9.6;37.3;26;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;26;31;4;Lehm;0.65;0.08;60 - 90 cm;4.1;14.3;3;0.4;3.4;13.9;136.4
518834;OPTIFERT 25;121045;706SM254566T2ueblich;02.07.2025;17;12104502;15.07.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;11.67;1.57;0 - 30 cm;3.8;8.8;51.1;6.9;58;217.7;16;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;21;6;sandiger Lehm;2.88;0.39;30 - 60 cm;3.9;12.2;13.1;1.8;14.9;58.2;21;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;21;31;4;Lehm;3.6;0.27;60 - 90 cm;4.1;15.8;17.1;1.3;18.4;74.5;350.3
518834;OPTIFERT 25;121045;706SM254566T2empfohlen;02.07.2025;17;12104503;15.07.2025;16;21;3;-;3;schwach humos;1;frei / arm;3;16;21;6;sandiger Lehm;7.37;0.86;0 - 30 cm;3.8;9.3;32.5;3.8;36.3;136;21;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;21;21;4;Lehm;2.35;0.24;30 - 60 cm;3.9;12;10.7;1.1;11.8;46.1;16;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;21;6;sandiger Lehm;1.74;0.26;60 - 90 cm;4.1;16.1;8.3;1.2;9.5;38.6;220.7
518834;OPTIFERT 25;121047;703SM258356T2null;25.06.2025;17;12104701;15.07.2025;31;31;3;-;3;schwach humos;1;frei / arm;3;31;31;12;toniger Lehm;3.4;0.08;0 - 30 cm;3.8;22.2;17.4;0.4;17.8;66.9;31;31;2;-;2;schwach humos;2;skeletthaltig;2;31;31;12;toniger Lehm;1.29;0.08;30 - 60 cm;3.1;20.3;6.5;0.4;6.8;21.4;31;31;2;-;2;schwach humos;2;skeletthaltig;2;31;31;12;toniger Lehm;0.52;0.07;60 - 90 cm;3.2;20.4;2.6;0.3;2.9;9.5;97.7
518834;OPTIFERT 25;121047;703SM258356T2ueblich;25.06.2025;17;12104702;15.07.2025;36;31;3.5;-;3.5;schwach humos;1;frei / arm;3.5;36;31;12;toniger Lehm;3.24;0.07;0 - 30 cm;3.8;24.5;17.2;0.4;17.5;65.8;36;11;2;-;2;schwach humos;2;skeletthaltig;2;36;11;12;toniger Lehm;1.66;0.08;30 - 60 cm;3.1;20.2;8.3;0.4;8.7;27.1;31;31;2;-;2;schwach humos;2;skeletthaltig;2;31;31;12;toniger Lehm;0.9;0.08;60 - 90 cm;3.2;18.2;4.4;0.4;4.8;15.5;108.4
518834;OPTIFERT 25;121047;703SM258356T2empfohlen;25.06.2025;17;12104703;15.07.2025;31;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;31;21;12;toniger Lehm;3.11;0.18;0 - 30 cm;3.8;24.6;16.5;0.9;17.5;65.5;31;11;2;-;2;schwach humos;2;skeletthaltig;2;31;11;12;toniger Lehm;1.18;0.09;30 - 60 cm;3.1;23.6;6.2;0.5;6.7;20.8;36;11;2;-;2;schwach humos;2;skeletthaltig;2;36;11;12;toniger Lehm;0.96;0.24;60 - 90 cm;3.2;20.3;4.8;1.2;6;19.6;105.8
518834;OPTIFERT 25;121048;707SM259469T1null;02.05.2025;17;12104801;15.07.2025;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;2.05;0.87;0 - 30 cm;3.8;19.3;10.2;4.3;14.5;54.2;6;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;41;1;lehmiger Sand;0.27;0.16;30 - 60 cm;3.9;16.2;1.3;0.7;2;8;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;1.01;0.12;60 - 90 cm;4.1;17.4;4.9;0.6;5.5;22.1;84.3
518834;OPTIFERT 25;121048;707SM259469T1ueblich;02.05.2025;17;12104802;15.07.2025;6;41;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;41;1;lehmiger Sand;2.07;0.69;0 - 30 cm;3.8;18.6;10.2;3.4;13.6;50.8;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.31;0.22;30 - 60 cm;3.9;16.6;1.5;1.1;2.6;9.9;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.67;0.11;60 - 90 cm;4.1;18.6;3.3;0.5;3.8;15.4;76.2
518834;OPTIFERT 25;121048;707SM259469T1empfohlen;02.05.2025;17;12104803;15.07.2025;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;1.92;0.54;0 - 30 cm;3.8;18.9;9.4;2.7;12.1;45.4;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.23;0.19;30 - 60 cm;3.9;15.7;1.1;0.9;2;7.7;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.47;0.1;60 - 90 cm;4.1;20.2;2.4;0.5;2.9;11.7;64.8
518834;OPTIFERT 25;121048;707SM259469T1hofduenger;02.05.2025;17;12104804;15.07.2025;6;41;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;41;1;lehmiger Sand;2.61;1.58;0 - 30 cm;3.8;15.2;12.3;7.4;19.7;74;1;11;0.5;-;0.5;humusarm;1;frei / arm;0.5;1;11;3;Sand;0.27;0.17;30 - 60 cm;3.9;13.3;1.2;0.8;2;7.9;1;11;0.5;-;0.5;humusarm;1;frei / arm;0.5;1;11;3;Sand;0.4;0.15;60 - 90 cm;4.1;14.3;1.9;0.7;2.6;10.4;92.3
518834;OPTIFERT 25;121049;707SM259469T2null_ZR;27.05.2025;17;12104901;15.07.2025;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;4.25;0.54;0 - 30 cm;3.8;20.4;21.3;2.7;24.1;90.3;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.77;0.2;30 - 60 cm;3.9;17.2;3.7;0.9;4.7;18.2;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.81;0.13;60 - 90 cm;4.1;19.1;4;0.6;4.7;18.9;127.3
518834;OPTIFERT 25;121049;707SM259469T2ueblich_ZR;27.05.2025;17;12104902;15.07.2025;6;41;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;41;1;lehmiger Sand;3.2;0.72;0 - 30 cm;3.8;21.1;16.2;3.7;19.8;74.4;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.58;0.19;30 - 60 cm;3.9;18.6;2.8;0.9;3.8;14.8;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.57;0.17;60 - 90 cm;4.1;19.2;2.8;0.8;3.7;14.8;104
518834;OPTIFERT 25;121049;707SM259469T2empfohlen_ZR;27.05.2025;17;12104903;15.07.2025;6;41;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;41;1;lehmiger Sand;3.5;0.54;0 - 30 cm;3.8;18.2;17.1;2.6;19.7;74.1;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;0.72;0.2;30 - 60 cm;3.9;20.7;3.7;1;4.7;18.2;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;0.85;0.14;60 - 90 cm;4.1;22.2;4.4;0.7;5.1;20.7;113
518834;OPTIFERT 25;121049;707SM259469T2hofduenger_ZR;27.05.2025;17;12104904;15.07.2025;6;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;31;1;lehmiger Sand;3.3;0.32;0 - 30 cm;3.8;18.7;16.2;1.6;17.8;66.9;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;0.57;0.34;30 - 60 cm;3.9;16.9;2.7;1.6;4.4;17.1;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;0.32;0.13;60 - 90 cm;4.1;17.5;1.5;0.6;2.2;8.9;92.8
518834;OPTIFERT 25;121634;707SM259469T2.5null;23.07.2025;17;12163401;02.09.2025;6;41;3;-;3;schwach humos;1;frei / arm;3;6;41;1;lehmiger Sand;0.74;0.67;0 - 30 cm;3.8;22.5;3.8;3.5;7.3;27.3;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;0.31;0.13;30 - 60 cm;3.9;20.2;1.5;0.6;2.2;8.5;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;0;0.09;60 - 90 cm;4.1;20.6;0;0.5;0.5;1.9;37.7
518834;OPTIFERT 25;121634;707SM259469T2.5ueblich;23.07.2025;17;12163402;02.09.2025;6;31;3;-;3;schwach humos;1;frei / arm;3;6;31;1;lehmiger Sand;1.5;0.81;0 - 30 cm;3.8;22.1;7.7;4.2;11.9;44.5;6;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;31;1;lehmiger Sand;0.71;0.15;30 - 60 cm;3.9;21.1;3.6;0.8;4.4;17;6;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;31;1;lehmiger Sand;0;0.14;60 - 90 cm;4.1;21.5;0;0.7;0.7;2.9;64.5
518834;OPTIFERT 25;121634;707SM259469T2.5empfohlen;23.07.2025;17;12163403;02.09.2025;6;41;3;-;3;schwach humos;1;frei / arm;3;6;41;1;lehmiger Sand;0.73;0.66;0 - 30 cm;3.8;21.9;3.7;3.4;7.1;26.7;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;0.35;0.15;30 - 60 cm;3.9;19.4;1.7;0.7;2.5;9.6;6;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;31;1;lehmiger Sand;0;0.12;60 - 90 cm;4.1;21.1;0;0.6;0.6;2.5;38.7
518834;OPTIFERT 25;121635;101WW259469T4null;23.07.2025;17;12163501;02.09.2025;11;31;3.5;-;3.5;schwach humos;1;frei / arm;3.5;11;31;7;stark lehmiger Sand;1.99;0.03;0 - 30 cm;3.8;24.2;10.5;0.2;10.7;40;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;0.04;0.08;30 - 60 cm;3.9;21.6;0.2;0.4;0.6;2.3;6;41;2;-;2;schwach humos;2;skeletthaltig;2;6;41;1;lehmiger Sand;0;0.05;60 - 90 cm;3.2;24.3;0;0.2;0.2;0.8;43.2
518834;OPTIFERT 25;121635;101WW259469T4ueblich;23.07.2025;17;12163502;02.09.2025;6;41;3;-;3;schwach humos;1;frei / arm;3;6;41;1;lehmiger Sand;1.6;0.14;0 - 30 cm;3.8;24.8;8.5;0.7;9.2;34.6;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;0;0.1;30 - 60 cm;3.9;24.2;0;0.5;0.5;2;6;31;2;-;2;schwach humos;2;skeletthaltig;2;6;31;1;lehmiger Sand;0;0.12;60 - 90 cm;3.2;32.5;0;0.7;0.7;2.2;38.8
518834;OPTIFERT 25;121635;101WW259469T4empfohlen;23.07.2025;17;12163503;02.09.2025;6;41;3;-;3;schwach humos;1;frei / arm;3;6;41;1;lehmiger Sand;1.71;0.09;0 - 30 cm;3.8;21.8;8.7;0.4;9.2;34.4;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;0;0.08;30 - 60 cm;3.9;25.5;0;0.4;0.4;1.7;6;31;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;6;31;1;lehmiger Sand;0;0.13;60 - 90 cm;3.2;24.2;0;0.7;0.7;2.3;38.3
518834;OPTIFERT 25;121635;101WW259469T4hofduenger;23.07.2025;17;12163504;02.09.2025;6;41;3;-;3;schwach humos;1;frei / arm;3;6;41;1;lehmiger Sand;2.1;0.56;0 - 30 cm;3.8;22.9;10.9;2.9;13.8;51.8;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;0;0.07;30 - 60 cm;3.9;99;0.4;29.6;30;117;6;31;2;-;2;schwach humos;2;skeletthaltig;2;6;31;1;lehmiger Sand;0;0.16;60 - 90 cm;3.2;26.1;0;0.9;0.9;2.8;171.6
518834;OPTIFERT 25;121636;707SM259469T2.5null_ZR;23.07.2025;17;12163601;02.09.2025;6;31;3;-;3;schwach humos;1;frei / arm;3;6;31;1;lehmiger Sand;0.66;0.75;0 - 30 cm;3.8;21.5;3.4;3.8;7.2;26.9;6;11;2;-;2;schwach humos;1;frei / arm;2;6;11;1;lehmiger Sand;0;0.1;30 - 60 cm;3.9;19.5;0;0.5;0.5;2;6;11;2;-;2;schwach humos;1;frei / arm;2;6;11;1;lehmiger Sand;0;0.08;60 - 90 cm;4.1;21.4;0;0.4;0.4;1.7;30.5
518834;OPTIFERT 25;121636;707SM259469T2.5ueblich_ZR;23.07.2025;17;12163602;02.09.2025;6;31;3;-;3;schwach humos;1;frei / arm;3;6;31;1;lehmiger Sand;1;0.79;0 - 30 cm;3.8;21.4;5.1;4;9.2;34.3;6;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;31;1;lehmiger Sand;0;0.17;30 - 60 cm;3.9;21.7;0;0.9;0.9;3.5;6;11;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;11;1;lehmiger Sand;0;0.08;60 - 90 cm;4.1;21.2;0;0.4;0.4;1.7;39.5
518834;OPTIFERT 25;121636;707SM259469T2.5empfohlen_ZR;23.07.2025;17;12163603;02.09.2025;6;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;31;1;lehmiger Sand;1.15;0.9;0 - 30 cm;3.8;20.9;5.8;4.5;10.3;38.8;6;11;2;-;2;schwach humos;1;frei / arm;2;6;11;1;lehmiger Sand;0;0.19;30 - 60 cm;3.9;18.6;0;0.9;1;3.7;6;11;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;11;1;lehmiger Sand;0;0.12;60 - 90 cm;4.1;21.8;0;0.6;0.6;2.5;45
518834;OPTIFERT 25;122186;702SM251725T3null;16.09.2025;17;12218601;28.10.2025;11;21;3;-;3;schwach humos;1;frei / arm;3;11;21;7;stark lehmiger Sand;1.62;0.67;0 - 30 cm;3.8;19;8;3.3;11.3;42.5;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;0.12;0.07;30 - 60 cm;3.9;15.6;0.6;0.3;0.9;3.5;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0;0.12;60 - 90 cm;4.1;14.8;0;0.6;0.6;2.4;48.4
518834;OPTIFERT 25;122186;702SM251725T3ueblich;16.09.2025;17;12218602;28.10.2025;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;0.31;0.15;0 - 30 cm;3.8;13.2;1.4;0.7;2.1;7.9;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;0.38;0.09;30 - 60 cm;3.9;15.1;1.8;0.4;2.2;8.7;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;1.83;0.37;60 - 90 cm;4.1;17.7;8.9;1.8;10.7;43.3;59.9
518834;OPTIFERT 25;122186;702SM251725T3empfohlen;16.09.2025;17;12218603;28.10.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;1.33;0.51;0 - 30 cm;3.8;19.6;6.6;2.5;9.1;34.2;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;0;0.06;30 - 60 cm;3.9;14.5;0;0.3;0.3;1.1;11;31;2;-;2;schwach humos;3;skelettreich;2;11;31;7;stark lehmiger Sand;0;0.04;60 - 90 cm;2.4;15.4;0;0.2;0.2;0.5;35.8
518834;OPTIFERT 25;121967;704SM258472T3null;19.09.2025;17;12196701;06.10.2025;31;41;3;-;3;schwach humos;1;frei / arm;3;31;41;12;toniger Lehm;1.97;0.04;0 - 30 cm;3.8;20.4;9.9;0.2;10.1;37.8;26;41;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;26;41;4;Lehm;1.45;0.09;30 - 60 cm;3.1;16.8;7;0.4;7.4;23.1;;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;121967;704SM258472T3ueblich;19.09.2025;17;12196702;06.10.2025;26;41;2;-;2;schwach humos;1;frei / arm;2;26;41;4;Lehm;3.33;0.04;0 - 30 cm;3.8;21.2;16.9;0.2;17.1;64.3;16;31;2;-;2;schwach humos;1;frei / arm;2;16;31;6;sandiger Lehm;1.68;0.08;30 - 60 cm;3.9;18.7;8.3;0.4;8.7;33.8;26;21;2;-;2;schwach humos;2;skeletthaltig;2;26;21;4;Lehm;0.89;0.09;60 - 90 cm;3.2;16.4;4.3;0.4;4.7;15.3;113.3
518834;OPTIFERT 25;121967;704SM258472T3empfohlen;19.09.2025;17;12196703;06.10.2025;31;41;2;-;2;schwach humos;1;frei / arm;2;31;41;12;toniger Lehm;2.24;0.06;0 - 30 cm;3.8;20.9;11.3;0.3;11.6;43.7;26;41;2;-;2;schwach humos;2;skeletthaltig;2;26;41;4;Lehm;1.17;0.06;30 - 60 cm;3.1;17.9;5.7;0.3;6;18.7;;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;122177;708SM256034T3null;01.10.2025;17;12217701;28.10.2025;36;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;41;12;toniger Lehm;2.28;0.26;0 - 30 cm;3.8;22.6;11.8;1.4;13.1;49.3;41;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;41;41;11;lehmiger Ton;0.27;0.04;30 - 60 cm;3.9;18.9;1.3;0.2;1.5;6;31;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;31;41;12;toniger Lehm;0;0.03;60 - 90 cm;4.1;17.7;0;0.1;0.1;0.6;55.8
518834;OPTIFERT 25;122177;708SM256034T3ueblich;01.10.2025;17;12217702;28.10.2025;31;41;2;-;2;schwach humos;1;frei / arm;2;31;41;12;toniger Lehm;2.36;0.48;0 - 30 cm;3.8;22.3;12.1;2.5;14.6;54.7;36;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;41;12;toniger Lehm;0.34;0.11;30 - 60 cm;3.9;17.4;1.7;0.5;2.2;8.5;36;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;41;12;toniger Lehm;0.1;0.05;60 - 90 cm;4.1;17;0.5;0.2;0.7;3;66.1
518834;OPTIFERT 25;122177;708SM256034T3empfohlen;01.10.2025;17;12217703;28.10.2025;31;41;2;-;2;schwach humos;1;frei / arm;2;31;41;12;toniger Lehm;2.18;0.25;0 - 30 cm;3.8;22.5;11.2;1.3;12.5;47;31;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;31;41;12;toniger Lehm;0.41;0.08;30 - 60 cm;3.9;19;2;0.4;2.4;9.4;36;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;31;12;toniger Lehm;0;0.04;60 - 90 cm;4.1;19.5;0;0.2;0.2;0.8;57.3
518834;OPTIFERT 25;122185;701SM251485T3null;01.10.2025;17;12218501;28.10.2025;6;11;3;-;3;schwach humos;1;frei / arm;3;6;11;1;lehmiger Sand;0.52;0.56;0 - 30 cm;3.8;13.1;2.4;2.6;5;18.6;6;11;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;11;1;lehmiger Sand;0;0.13;30 - 60 cm;3.9;14.1;0;0.6;0.6;2.4;11;11;2;-;2;schwach humos;1;frei / arm;2;11;11;7;stark lehmiger Sand;0;0.08;60 - 90 cm;4.1;15.3;0;0.4;0.4;1.5;22.6
518834;OPTIFERT 25;122185;701SM251485T3ueblich;01.10.2025;17;12218502;28.10.2025;6;11;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;11;1;lehmiger Sand;1.12;0.4;0 - 30 cm;3.8;16.1;5.3;1.9;7.2;27.1;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;0.2;0.09;30 - 60 cm;3.9;13.7;0.9;0.4;1.3;5.2;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0;0.05;60 - 90 cm;4.1;14.3;0;0.2;0.3;1;33.3
